dataset,filename,f1,recall,precission,NOsize,Wsize,NIsize,Beta,TS,sim,mod,C,ksi,epsilon
A3Benchmark,A3Benchmark-TS30,0.13333333333333333,0.125,0.14285714285714285,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS31,0.588235294117647,0.7142857142857143,0.5,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS32,0.5,0.5,0.5,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS33,0.5714285714285714,0.75,0.46153846153846156,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS34,0.2857142857142857,1.0,0.16666666666666666,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS35,0.2222222222222222,0.3333333333333333,0.16666666666666666,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS36,0.5454545454545454,0.75,0.42857142857142855,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS37,0.64,0.8,0.5333333333333333,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS38,0.28571428571428575,0.3333333333333333,0.25,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS39,0.125,0.08333333333333333,0.25,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS4,0.3333333333333333,0.3333333333333333,0.3333333333333333,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS40,0.47619047619047616,0.5,0.45454545454545453,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS41,0.5714285714285714,0.5714285714285714,0.5714285714285714,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS42,0.08333333333333333,0.0625,0.125,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS43,0.0,0.0,0.0,,,,,,,,,,
A3Benchmark,A3Benchmark-TS44,0.7096774193548386,0.6875,0.7333333333333333,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS45,0.5,0.6,0.42857142857142855,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS46,0.28571428571428575,0.3333333333333333,0.25,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS47,0.1739130434782609,0.13333333333333333,0.25,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS48,0.2,0.15384615384615385,0.2857142857142857,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS49,0.5,0.4375,0.5833333333333334,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS5,0.0,0.0,0.0,,,,,,,,,,
A3Benchmark,A3Benchmark-TS50,0.0,0.0,0.0,,,,,,,,,,
A3Benchmark,A3Benchmark-TS51,0.4,0.3076923076923077,0.5714285714285714,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS52,0.5,0.6666666666666666,0.4,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS53,0.27272727272727276,0.2,0.42857142857142855,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS54,0.5454545454545455,0.5625,0.5294117647058824,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS55,0.5,0.5,0.5,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS56,0.4,1.0,0.25,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS57,0.39999999999999997,0.4444444444444444,0.36363636363636365,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS58,0.5,1.0,0.3333333333333333,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS59,0.25000000000000006,0.18181818181818182,0.4,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS6,0.631578947368421,1.0,0.46153846153846156,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS60,0.1818181818181818,0.16666666666666666,0.2,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS61,0.3703703703703704,0.38461538461538464,0.35714285714285715,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS62,0.1904761904761905,0.16666666666666666,0.2222222222222222,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,6
A3Benchmark,A3Benchmark-TS63,0.3,0.3,0.3,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS64,0.7368421052631579,0.875,0.6363636363636364,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS65,0.5263157894736842,0.7142857142857143,0.4166666666666667,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS66,0.33333333333333337,1.0,0.2,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,9
A3Benchmark,A3Benchmark-TS67,0.3703703703703703,0.3125,0.45454545454545453,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS68,0.4444444444444444,0.375,0.5454545454545454,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS69,0.6666666666666665,0.8571428571428571,0.5454545454545454,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS7,0.6153846153846154,0.8,0.5,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS70,0.35294117647058826,0.3333333333333333,0.375,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS71,0.2727272727272727,0.1875,0.5,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS72,0.18181818181818182,0.125,0.3333333333333333,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS73,0.4615384615384615,0.4,0.5454545454545454,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS74,0.15384615384615383,0.16666666666666666,0.14285714285714285,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS75,0.5384615384615384,0.5,0.5833333333333334,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS76,0.8000000000000002,0.8,0.8,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,6
A3Benchmark,A3Benchmark-TS77,0.7692307692307693,0.9375,0.6521739130434783,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS78,0.48,0.4,0.6,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS79,0.3636363636363636,0.4,0.3333333333333333,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS8,0.4,0.5,0.3333333333333333,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS80,0.0,0.0,0.0,,,,,,,,,,
A3Benchmark,A3Benchmark-TS81,0.34782608695652173,0.3333333333333333,0.36363636363636365,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS82,0.2,0.14285714285714285,0.3333333333333333,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS83,0.6666666666666666,0.6666666666666666,0.6666666666666666,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS84,0.37499999999999994,0.6,0.2727272727272727,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS85,0.6666666666666665,0.75,0.6,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,7
A3Benchmark,A3Benchmark-TS86,0.6666666666666667,0.7692307692307693,0.5882352941176471,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS87,0.13333333333333333,0.14285714285714285,0.125,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS88,0.2222222222222222,0.16666666666666666,0.3333333333333333,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS89,0.3333333333333333,0.2857142857142857,0.4,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,6
A3Benchmark,A3Benchmark-TS9,0.45454545454545453,0.5,0.4166666666666667,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS90,0.5217391304347826,0.6,0.46153846153846156,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS91,0.6666666666666666,1.0,0.5,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS92,0.7058823529411765,0.75,0.6666666666666666,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS93,0.6857142857142857,0.8,0.6,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS94,0.0,0.0,0.0,,,,,,,,,,
A3Benchmark,A3Benchmark-TS95,0.05128205128205128,0.0625,0.043478260869565216,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS96,0.4000000000000001,0.4,0.4,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS97,0.588235294117647,0.5,0.7142857142857143,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS98,0.3157894736842105,0.23076923076923078,0.5,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A3Benchmark,A3Benchmark-TS99,0.39999999999999997,0.36363636363636365,0.4444444444444444,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS1,0.06557377049180328,0.15384615384615385,0.041666666666666664,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS10,0.4,0.5,0.3333333333333333,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS100,0.5,0.42857142857142855,0.6,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS11,0.3076923076923077,0.4,0.25,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS12,0.0,0.0,0.0,,,,,,,,,,
A4Benchmark,A4Benchmark-TS13,0.5384615384615384,0.5,0.5833333333333334,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS14,0.5714285714285713,0.5454545454545454,0.6,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS15,0.5,0.625,0.4166666666666667,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS16,0.0,0.0,0.0,,,,,,,,,,
A4Benchmark,A4Benchmark-TS17,0.5217391304347826,0.6,0.46153846153846156,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS18,0.33333333333333337,1.0,0.2,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS19,0.23529411764705882,0.16666666666666666,0.4,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS2,0.2857142857142857,0.4,0.2222222222222222,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS20,0.4347826086956522,0.38461538461538464,0.5,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS21,0.27272727272727276,0.23076923076923078,0.3333333333333333,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS22,0.11764705882352941,0.1,0.14285714285714285,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS23,0.39999999999999997,0.75,0.2727272727272727,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS24,0.3157894736842105,0.3333333333333333,0.3,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS25,0.10526315789473685,0.09090909090909091,0.125,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS26,0.125,0.5,0.07142857142857142,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS27,0.33333333333333337,0.26666666666666666,0.4444444444444444,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS28,0.3157894736842105,0.25,0.42857142857142855,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS29,0.3,0.21428571428571427,0.5,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS3,0.28571428571428575,0.3333333333333333,0.25,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS30,0.3333333333333333,0.4,0.2857142857142857,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS31,0.0,0.0,0.0,,,,,,,,,,
A4Benchmark,A4Benchmark-TS32,0.2727272727272727,0.2727272727272727,0.2727272727272727,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS33,0.46153846153846156,0.75,0.3333333333333333,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS34,0.5263157894736842,0.625,0.45454545454545453,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS35,0.2,0.25,0.16666666666666666,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS36,0.5,0.4666666666666667,0.5384615384615384,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS37,0.12903225806451613,0.6666666666666666,0.07142857142857142,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS38,0.35294117647058826,0.3333333333333333,0.375,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS39,0.4800000000000001,0.375,0.6666666666666666,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS4,0.3333333333333333,0.3333333333333333,0.3333333333333333,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS40,0.4705882352941177,0.6666666666666666,0.36363636363636365,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS41,0.125,0.07692307692307693,0.3333333333333333,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS42,0.2,0.25,0.16666666666666666,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS43,0.47619047619047616,0.45454545454545453,0.5,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS44,0.5333333333333333,0.5,0.5714285714285714,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,7
A4Benchmark,A4Benchmark-TS45,0.42857142857142855,0.42857142857142855,0.42857142857142855,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS46,0.7000000000000001,0.7777777777777778,0.6363636363636364,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS47,0.4,1.0,0.25,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS48,0.26666666666666666,0.3333333333333333,0.2222222222222222,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS49,0.14285714285714285,0.1111111111111111,0.2,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS5,0.15384615384615383,0.16666666666666666,0.14285714285714285,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS50,0.375,0.42857142857142855,0.3333333333333333,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,7
A4Benchmark,A4Benchmark-TS51,0.33333333333333337,1.0,0.2,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS52,0.5833333333333334,0.6363636363636364,0.5384615384615384,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS53,0.28571428571428575,0.5,0.2,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS54,0.4,0.3333333333333333,0.5,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS55,0.25,0.5,0.16666666666666666,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS56,0.18181818181818182,0.125,0.3333333333333333,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS57,0.30769230769230765,0.3333333333333333,0.2857142857142857,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS58,0.125,0.125,0.125,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS59,0.0,0.0,0.0,,,,,,,,,,
A4Benchmark,A4Benchmark-TS6,0.4210526315789474,0.5,0.36363636363636365,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS60,0.14285714285714288,0.3333333333333333,0.09090909090909091,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS61,0.4,0.6666666666666666,0.2857142857142857,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS62,0.11111111111111112,0.07142857142857142,0.25,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS63,0.18181818181818182,0.14285714285714285,0.25,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS64,0.5,0.4,0.6666666666666666,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS65,0.7179487179487181,0.9333333333333333,0.5833333333333334,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS66,0.0,0.0,0.0,,,,,,,,,,
A4Benchmark,A4Benchmark-TS67,0.5714285714285714,0.5714285714285714,0.5714285714285714,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS68,0.0,0.0,0.0,,,,,,,,,,
A4Benchmark,A4Benchmark-TS69,0.5,1.0,0.3333333333333333,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS7,0.5,0.42857142857142855,0.6,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS70,0.4,0.5,0.3333333333333333,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS71,0.06896551724137931,0.2,0.041666666666666664,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS72,0.3076923076923077,0.4,0.25,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS73,0.3636363636363636,0.4,0.3333333333333333,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS74,0.5,1.0,0.3333333333333333,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS75,0.1904761904761905,0.15384615384615385,0.25,50,350,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS76,0.380952380952381,0.36363636363636365,0.4,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS77,0.5217391304347826,0.46153846153846156,0.6,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS78,0.33333333333333337,0.38461538461538464,0.29411764705882354,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS79,0.25,0.3333333333333333,0.2,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,7
A4Benchmark,A4Benchmark-TS8,0.2448979591836735,0.46153846153846156,0.16666666666666666,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS80,0.3333333333333333,0.3333333333333333,0.3333333333333333,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS81,0.3157894736842105,0.3333333333333333,0.3,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS82,0.6470588235294117,0.7857142857142857,0.55,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS83,0.33333333333333337,1.0,0.2,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,8
A4Benchmark,A4Benchmark-TS84,0.2,0.3333333333333333,0.14285714285714285,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS85,0.5185185185185185,0.4375,0.6363636363636364,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS86,0.4166666666666667,0.3333333333333333,0.5555555555555556,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS87,0.0,0.0,0.0,,,,,,,,,,
A4Benchmark,A4Benchmark-TS88,0.5,0.5384615384615384,0.4666666666666667,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS89,0.5263157894736842,0.5555555555555556,0.5,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS9,0.33333333333333337,1.0,0.2,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS90,0.4,0.3333333333333333,0.5,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS91,0.2962962962962963,0.3333333333333333,0.26666666666666666,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS92,0.18181818181818182,0.13333333333333333,0.2857142857142857,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS93,0.4615384615384615,0.5,0.42857142857142855,50,200,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS94,0.2857142857142857,0.23076923076923078,0.375,50,250,10,1.6,1000,0.15,0.6,0.8,0.9,6
A4Benchmark,A4Benchmark-TS95,0.4000000000000001,0.4,0.4,50,300,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS96,0.0,0.0,0.0,,,,,,,,,,
A4Benchmark,A4Benchmark-TS97,0.5,0.4375,0.5833333333333334,50,100,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS98,0.16666666666666669,0.13333333333333333,0.2222222222222222,50,150,10,1.6,1000,0.15,0.6,0.8,0.9,5
A4Benchmark,A4Benchmark-TS99,0.17391304347826086,0.125,0.2857142857142857,50,50,10,1.6,1000,0.15,0.6,0.8,0.9,8
